date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:50	168369/168369	---M-Z	200	added ('OK')	text/html	etag:%229F94089047AC079FCF4F05DED7B3DE70%22	https://www.metro.pe/tecnologia/televisores/20698?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20698fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:51	213162/213162	---MCZ	200	added ('OK')	text/html	etag:%22DC45A132F27DDB1FB15E6C3BFCEE5183%22	https://www.metro.pe/tecnologia/televisores/20699?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20699fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:52	348485/348485	---MCZ	200	added ('OK')	text/html	etag:%2258BE4D38E40DB60C39B9B292F6676D92%22	https://www.metro.pe/tecnologia/televisores/20740?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20740fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:53	464495/464495	---MCZ	200	added ('OK')	text/html	etag:%221BCD23B082AFEF06E606E6B7017E4A50%22	https://www.metro.pe/tecnologia/televisores/20752?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20752fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:54	480677/480677	---MCZ	200	added ('OK')	text/html	etag:%222AE355217E4C5B00A6018F24C67F9C45%22	https://www.metro.pe/tecnologia/televisores/20935?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20935fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:55	480674/480674	---MCZ	200	added ('OK')	text/html	etag:%222AE355217E4C5B00A6018F24C67F9C45%22	https://www.metro.pe/tecnologia/televisores/20936?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20936fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:56	468734/468734	---MCZ	200	added ('OK')	text/html	etag:%2209062953657A820B08934376740173CA%22	https://www.metro.pe/tecnologia/televisores/20952?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/20952fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:57	446247/446247	---MCZ	200	added ('OK')	text/html	etag:%22CF68ECD6607DD8E2BC55D992FB6D52A1%22	https://www.metro.pe/tecnologia/televisores/21466?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21466fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:57	171541/171541	---M-Z	200	added ('OK')	text/html	etag:%2227A919FC97FCB4FC28E722E6FC7A91D5%22	https://www.metro.pe/tecnologia/televisores/21543?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21543fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:58	152281/152281	---M-Z	200	added ('OK')	text/html	etag:%221DB6E23DE2B1443367A3818CED9C7176%22	https://www.metro.pe/tecnologia/televisores/21553?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21553fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:59	151376/151376	---M-Z	200	added ('OK')	text/html	etag:%22DEEFCB988B8FD78BB05E3595DA96B746%22	https://www.metro.pe/tecnologia/televisores/21616?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21616fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:00:59	152606/152606	---M-Z	200	added ('OK')	text/html	etag:%220E6B200AD2CD22E6C2261C653AFA609C%22	https://www.metro.pe/tecnologia/televisores/21618?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21618fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:01:00	463877/463877	---MCZ	200	added ('OK')	text/html	etag:%22D25C6E9BF0F1E74258C2960A40AEF8B0%22	https://www.metro.pe/tecnologia/televisores/21924?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/21924fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:01:01	467587/467587	---MCZ	200	added ('OK')	text/html	etag:%2246868DF64AF3F66D46CA3C2BE8BCC62C%22	https://www.metro.pe/tecnologia/televisores/22237?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/22237fb64.html	(from https://www.metro.pe/tecnologia/televisores)
12:01:02	467603/467603	---MCZ	200	added ('OK')	text/html	etag:%2246868DF64AF3F66D46CA3C2BE8BCC62C%22	https://www.metro.pe/tecnologia/televisores/22238?PS=18&map=c,c,productClusterSearchableIds	C:/HTRACK/metro1/www.metro.pe/tecnologia/televisores/22238fb64.html	(from https://www.metro.pe/tecnologia/televisores)
